mean:1.126020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean:1.106565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8272, [[0.1453,0.9866959980186764, 0.9999987304274226], [0.1453,0.9955653326728922, 0.9911283855268725], [0.5994092312913621,0.976348440922092, 0.9876946677951755], [0.1453,0.9807831082491998, 0.9859832839610665], [0.1453,0.9852177755763076, 0.9855535336436733], [0.1453,0.9852177755763076, 0.9747953343207787], [0.4259455964703899,0.9201759881120608, 0.9695153406686414], [0.1453,0.9778266633644614, 0.9844561468472279], [0.40680078058713676,0.9231324329967996, 0.9682559246720271], [0.1453,0.9393928798628612, 0.9595617329665679]]
1.0772, [[0.79955957916172,0.9970435551152608, 0.9892387854422342], [0.7838956388936056,0.9955653326728922, 0.9890512060939481], [0.1453,0.9911306653457844, 0.994729528142192], [0.1453,1.0, 0.9878776449428692], [0.1453,0.9911306653457844, 0.9946401819720693], [0.1453,1.0, 0.9860581887431229], [0.1453,0.9822613306915684, 0.991441969953449], [0.4595940607500427,0.9231324329967996, 0.9663466462124418], [0.1453,0.9793048858068304, 0.9908217837494708], [0.4259455964703899,0.9201759881120608, 0.9695153406686414]]
1.0244, [[0.7572089258442253,0.9926088877881538, 0.9931814430808295], [0.4494415068725588,0.927567100323907, 0.968226089716462], [0.1453,0.9940871102305228, 0.9908463817181548], [0.4259455964703899,0.9201759881120608, 0.9695153406686414], [0.1453,0.9940871102305228, 0.9935635844265762], [0.1453,0.9822613306915684, 0.9761894837071519], [0.1453,0.9349582125357532, 0.9888033220482435], [0.1453,0.9349582125357532, 0.9660944773592889], [0.1453,0.9349582125357532, 0.967404993652137], [0.1453,0.933479990093384, 0.9672997778247989]]
1.2837, [[0.9741835058544069,0.988174220461046, 0.995546498095641], [0.1453,1.0, 0.9878776449428692], [0.1453,1.0, 0.9894950804062632], [0.49179216019005356,0.9231324329967996, 0.9681537240795597], [0.4494415068725588,0.927567100323907, 0.968226089716462], [0.40680078058713676,0.9231324329967996, 0.9682559246720271], [0.1453,0.983739553133938, 0.9832624312314853], [0.1453,0.9423493247475994, 0.9594481062209055], [0.1453,0.9822613306915684, 0.9873821942446044], [0.1453,0.9246106554391688, 0.9732747037663987]]
1.283, [[0.9741835058544069,0.988174220461046, 0.995546498095641], [0.1453,0.9926088877881538, 0.9955231696995342], [0.1453,0.9866959980186764, 0.9999987304274226], [0.9344435092482638,0.9748702184797224, 0.9905526343630975], [0.1453,0.9822613306915684, 0.9835812526449429], [0.1453,0.9393928798628612, 0.9595617329665679], [0.1453,0.9453057696323376, 0.9622638595006348], [0.1453,0.926088877881538, 0.9704446677951755], [0.1453,0.9423493247475994, 0.9659226089716462], [0.1453,0.6937003079913564, 0.8362890922556072]]
1.321, [[1.0,0.9896524429034148, 0.9846315065594582], [0.79955957916172,0.9970435551152608, 0.9892387854422342], [0.1453,1.0, 0.9860581887431229], [0.9741835058544069,0.988174220461046, 0.995546498095641], [0.793758119803157,0.9955653326728922, 0.9883567498942023], [0.7838956388936056,0.9955653326728922, 0.9890512060939481], [0.7859261496690972,0.9778266633644614, 0.9812061997460853], [0.1453,0.9940871102305228, 0.9959137219636054], [0.7572089258442253,0.9926088877881538, 0.9931814430808295], [0.1453,0.9822613306915684, 0.9761894837071519]]
0.998, [[0.735743526217548,0.9926088877881538, 0.9907813161235718], [0.1453,1.0, 0.9878776449428692], [0.1453,0.9970435551152608, 0.9892978205670756], [0.49179216019005356,0.9231324329967996, 0.9681537240795597], [0.4494415068725588,0.927567100323907, 0.968226089716462], [0.1453,0.9453057696323376, 0.9660249682606856], [0.1453,0.9246106554391688, 0.9732747037663987], [0.1453,0.9290453227662766, 0.9687840668641557], [0.1453,0.9305235452086458, 0.9713676470588235], [0.1453,0.9349582125357532, 0.9661608125264493]]
1.2889, [[0.9741835058544069,0.988174220461046, 0.995546498095641], [0.1453,1.0, 0.9878776449428692], [0.1453,0.9926088877881538, 0.9955231696995342], [0.7838956388936056,0.9955653326728922, 0.9890512060939481], [0.1453,0.9940871102305228, 0.9935635844265762], [0.1453,0.9970435551152608, 0.9892978205670756], [0.1453,0.9911306653457844, 0.9946401819720693], [0.735743526217548,0.9926088877881538, 0.9907813161235718], [0.7142781265908708,0.971913773594984, 0.984605480321625], [0.1453,0.9852177755763076, 0.9855535336436733]]
0.9994, [[0.735743526217548,0.9926088877881538, 0.9907813161235718], [0.1453,0.9940871102305228, 0.9959137219636054], [0.1453,1.0, 0.9878776449428692], [0.49179216019005356,0.9231324329967996, 0.9681537240795597], [0.1453,0.9911306653457844, 0.9946401819720693], [0.4595940607500427,0.9231324329967996, 0.9663466462124418], [0.1453,0.9822613306915684, 0.991441969953449], [0.1453,0.9453057696323376, 0.9660249682606856], [0.1453,0.9393928798628612, 0.9595617329665679], [0.1453,0.9467839920747072, 0.9644197524333473]]
1.3173, [[0.79955957916172,0.9970435551152608, 0.9892387854422342], [1.0,0.9896524429034148, 0.9846315065594582], [0.7572089258442253,0.9926088877881538, 0.9931814430808295], [0.735743526217548,0.9926088877881538, 0.9907813161235718], [0.49179216019005356,0.9231324329967996, 0.9681537240795597], [0.1453,0.9453057696323376, 0.9660249682606856], [0.1453,0.9866959980186764, 0.9999987304274226], [0.1453,0.9940871102305228, 0.9935635844265762], [0.1453,0.9349582125357532, 0.9656799619128227], [0.1453,0.9364364349781228, 0.9693418853152772]]
0.4895, [[0.32471013066349896,0.9216542105544304, 0.9675860664409648], [0.1453,0.9940871102305228, 0.9908463817181548], [0.1453,0.9911306653457844, 0.9946401819720693], [0.1453,0.9393928798628612, 0.9613175518408801], [0.1453,0.9778266633644614, 0.9868192975031738], [0.1453,0.983739553133938, 0.9852037663986457], [0.1453,0.937914657420492, 0.960091462124418], [0.1453,0.9408711023052306, 0.9551264811680067], [0.1453,0.9246106554391688, 0.974682501057977], [0.1453,0.9246106554391688, 0.969140816758358]]
