mean:1.052512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean:1.033053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1065, [[0.7687903225806392,0.0, 0.9609809232218567], [0.8843951612903145,1.0, 0.9141580310880835], [0.8843951612903145,0.0, 0.9375694771549694], [0.8843951612903145,0.5226159999999929, 0.921961846443712], [0.8843951612903145,1.0, 0.9141580310880835], [0.8843951612903145,0.5226159999999929, 0.921961846443712], [0.8843951612903145,0.0, 0.9375694771549694], [0.7687903225806392,0.0, 0.9375694771549694], [0.8843951612903145,0.0, 0.9297656617993406], [0.8843951612903145,0.5226159999999929, 0.9141580310880835]]
1.0919, [[0.7687903225806392,1.0, 0.8985504003768261], [0.7687903225806392,1.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.9297656617993406], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,1.0, 0.8907465850211973], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.0, 0.921961846443712], [0.8843951612903145,0.5226159999999929, 0.9063542157324547]]
1.1199, [[0.8265927419354768,0.0, 0.945373292510598], [0.9421975806451623,0.0, 0.86733513895431], [0.7687903225806392,1.0, 0.9297656617993406], [0.8843951612903145,0.0, 0.9375694771549694], [0.8843951612903145,1.0, 0.9063542157324547], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.7687903225806392,0.0, 0.945373292510598], [0.8843951612903145,0.0, 0.9297656617993406], [0.8843951612903145,1.0, 0.8985504003768261], [0.8843951612903145,0.5226159999999929, 0.9063542157324547]]
1.0232, [[0.8843951612903145,0.0, 0.945373292510598], [0.7687903225806392,0.0, 0.9609809232218567], [0.7687903225806392,1.0, 0.86733513895431], [0.8843951612903145,0.5226159999999929, 0.9063542157324547], [0.8843951612903145,0.0, 0.9375694771549694], [0.8843951612903145,0.0, 0.9375694771549694], [0.7687903225806392,1.0, 0.8595313235986812], [0.8843951612903145,0.5226159999999929, 0.8985504003768261], [0.6531854838709639,0.5226159999999929, 0.9063542157324547], [0.8843951612903145,0.0, 0.9141580310880835]]
1.095, [[0.7687903225806392,1.0, 0.9063542157324547], [0.8843951612903145,0.0, 0.945373292510598], [0.8843951612903145,0.0, 0.945373292510598], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,1.0, 0.8595313235986812], [0.7687903225806392,1.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.9375694771549694], [0.7687903225806392,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.5226159999999929, 0.8829427696655674], [0.32226382224645583,0.5226159999999929, 0.86733513895431]]
0.9807, [[0.7687903225806392,0.0, 0.945373292510598], [0.7687903225806392,1.0, 0.9063542157324547], [0.7687903225806392,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.0, 0.9375694771549694], [0.7687903225806392,1.0, 0.8985504003768261], [0.7687903225806392,1.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.9297656617993406], [0.7687903225806392,1.0, 0.8829427696655674], [0.7687903225806392,0.0, 0.9297656617993406], [0.8843951612903145,0.0, 0.921961846443712]]
1.1423, [[0.8843951612903145,1.0, 0.9141580310880835], [0.8843951612903145,1.0, 0.8985504003768261], [0.9421975806451623,0.5226159999999929, 0.8751389543099386], [0.8843951612903145,0.5226159999999929, 0.9063542157324547], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.5226159999999929, 0.921961846443712], [0.8843951612903145,0.5226159999999929, 0.8985504003768261], [0.7687903225806392,0.5226159999999929, 0.9297656617993406], [0.8843951612903145,0.5226159999999929, 0.8985504003768261], [0.8843951612903145,0.5226159999999929, 0.9063542157324547]]
0.9872, [[0.9421975806451623,0.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.9297656617993406], [0.8265927419354768,0.0, 0.945373292510598], [0.6531854838709639,1.0, 0.9063542157324547], [0.8843951612903145,0.5226159999999929, 0.8985504003768261], [0.7687903225806392,0.0, 0.9141580310880835], [0.40567644492911664,0.5226159999999929, 0.9063542157324547], [0.8843951612903145,0.5226159999999929, 0.8829427696655674], [0.7687903225806392,0.5226159999999929, 0.8985504003768261], [0.8265927419354768,0.0, 0.8829427696655674]]
0.9689, [[0.8843951612903145,0.0, 0.86733513895431], [0.7687903225806392,1.0, 0.8985504003768261], [0.7687903225806392,1.0, 0.8907465850211973], [0.8843951612903145,0.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.8985504003768261], [0.8843951612903145,0.0, 0.9297656617993406], [0.8843951612903145,0.0, 0.8751389543099386], [0.8843951612903145,0.0, 0.9141580310880835], [0.8843951612903145,0.0, 0.86733513895431]]
1.1221, [[0.8843951612903145,1.0, 0.9141580310880835], [0.8843951612903145,0.5226159999999929, 0.9531771078662281], [0.7687903225806392,1.0, 0.8907465850211973], [0.8843951612903145,1.0, 0.8751389543099386], [0.8843951612903145,0.0, 0.9375694771549694], [0.7687903225806392,0.5226159999999929, 0.9297656617993406], [0.8843951612903145,0.5226159999999929, 0.921961846443712], [0.8265927419354768,0.0, 0.9375694771549694], [0.8843951612903145,0.5226159999999929, 0.9141580310880835], [0.8843951612903145,0.0, 0.921961846443712]]
1.1084, [[0.8843951612903145,1.0, 0.8517275082430527], [0.8843951612903145,1.0, 0.8751389543099386], [0.8843951612903145,1.0, 0.8985504003768261], [0.8843951612903145,1.0, 0.8907465850211973], [0.38220997818974917,1.0, 0.86733513895431], [0.7687903225806392,1.0, 0.9063542157324547], [0.7687903225806392,1.0, 0.8985504003768261], [0.7687903225806392,1.0, 0.86733513895431], [0.7687903225806392,1.0, 0.8907465850211973], [0.8843951612903145,0.5226159999999929, 0.9375694771549694]]
